Item_Type,Item_ID,Purchase_ID,Sales_ID,Qty,Price,Cost,Supplier_ID,Warehouse_ID,Order_Date,Delivery_Date,Inventory_Valuation,Transfer_ID,Work_Order_ID,Purchase_Order_Qty,Sales_Order_Qty,Adjustment_Qty,Stock_Level,Stock_Check_Date,Customer_ID,Customer_Type,Shipping_ID,Region,Currency,Discount,Tax
Toys,2561,809714,100825,7,419.86,331.47,1310,227,2023-08-17 22:00:00,2023-09-17 22:00:00,14638.96,854968,565411,18,56,43,350,2023-10-15 22:00:00,58979,Wholesale,445246,Asia,EUR,14.41,9.91
Furniture,3522,117942,232263,86,812.86,880.43,2139,293,2023-08-17 23:00:00,2023-09-17 23:00:00,43412.27,941553,842917,83,67,9,950,2023-10-15 23:00:00,76084,Wholesale,574382,Europe,JPY,34.16,5.06
Food,3391,101722,493125,5,269.44,361.07,3404,140,2023-08-18 00:00:00,2023-09-18 00:00:00,14409.98,153330,927374,19,95,-41,776,2023-10-16 00:00:00,64627,Retail,277568,North America,GBP,18.35,2.69
Furniture,3675,530036,294562,37,914.96,816.85,3274,469,2023-08-18 01:00:00,2023-09-18 01:00:00,13759.65,218639,144971,62,77,24,566,2023-10-16 01:00:00,62903,Distributor,824301,Asia,USD,32.38,3.98
Food,3183,885057,573459,1,607.61,394.59,2153,219,2023-08-18 02:00:00,2023-09-18 02:00:00,4622.91,734333,705034,17,28,41,310,2023-10-16 02:00:00,63733,Retail,740120,North America,EUR,25.17,2.06
Food,9468,491529,401697,70,545.38,482.38,4600,126,2023-08-18 03:00:00,2023-09-18 03:00:00,4849.57,416962,220312,68,83,-21,768,2023-10-16 03:00:00,85656,Retail,387525,Europe,USD,3.65,9.24
Furniture,9066,690507,881334,45,405.58,318.89,4898,286,2023-08-18 04:00:00,2023-09-18 04:00:00,43253.75,606994,646300,28,12,-26,495,2023-10-16 04:00:00,16439,Wholesale,835941,Africa,USD,17.32,6.99
Electronics,3078,994207,456449,47,744.58,577.81,2475,420,2023-08-18 05:00:00,2023-09-18 05:00:00,12305.75,101709,357737,53,17,-24,701,2023-10-16 05:00:00,42994,Distributor,466745,Europe,EUR,40.68,4.69
Toys,5342,880534,631101,68,568.82,666.51,2504,482,2023-08-18 06:00:00,2023-09-18 06:00:00,6325.72,691807,837276,53,91,21,272,2023-10-16 06:00:00,85167,Retail,994943,Africa,USD,38.23,0.1
Food,2120,511610,650638,94,798.58,713.0,3109,241,2023-08-18 07:00:00,2023-09-18 07:00:00,18276.81,980666,322569,43,11,23,333,2023-10-16 07:00:00,93065,Distributor,931031,North America,JPY,45.59,4.04
Food,6419,519685,318633,30,338.36,626.08,4797,378,2023-08-18 08:00:00,2023-09-18 08:00:00,35963.66,274545,540294,62,83,47,278,2023-10-16 08:00:00,55344,Distributor,112434,North America,GBP,3.44,7.12
Electronics,4370,960473,313525,81,704.99,300.3,2191,121,2023-08-18 09:00:00,2023-09-18 09:00:00,17641.92,371372,897430,12,93,42,573,2023-10-16 09:00:00,81642,Wholesale,223286,Asia,EUR,38.37,11.3
Clothing,2908,205747,864723,60,944.01,300.88,1325,126,2023-08-18 10:00:00,2023-09-18 10:00:00,16154.72,339467,863574,96,16,-34,750,2023-10-16 10:00:00,72523,Wholesale,989212,Europe,GBP,24.7,2.33
Electronics,4520,947770,319502,24,287.12,316.38,4269,124,2023-08-18 11:00:00,2023-09-18 11:00:00,24915.22,329240,586398,11,98,-24,950,2023-10-16 11:00:00,89079,Wholesale,699729,Africa,GBP,21.24,7.6
Electronics,5307,105492,265047,31,981.19,38.86,4592,453,2023-08-18 12:00:00,2023-09-18 12:00:00,2038.81,712980,800484,69,23,-28,550,2023-10-16 12:00:00,28784,Wholesale,324281,North America,JPY,19.2,3.88
Food,5496,510043,518208,28,416.42,849.03,929,281,2023-08-18 13:00:00,2023-09-18 13:00:00,25062.6,807010,763734,55,83,40,520,2023-10-16 13:00:00,35571,Distributor,306538,Africa,EUR,24.16,5.35
Toys,5750,216359,274808,45,48.15,180.17,4413,276,2023-08-18 14:00:00,2023-09-18 14:00:00,49510.93,259774,995147,24,23,23,975,2023-10-16 14:00:00,99175,Wholesale,906476,Europe,EUR,39.08,14.45
Electronics,1497,258564,232309,4,364.12,147.49,4221,446,2023-08-18 15:00:00,2023-09-18 15:00:00,40168.08,466807,143703,16,42,29,141,2023-10-16 15:00:00,96569,Wholesale,885876,Africa,USD,45.99,8.82
Clothing,7991,824162,629231,61,158.15,499.36,1881,440,2023-08-18 16:00:00,2023-09-18 16:00:00,4454.1,392132,861334,70,82,19,327,2023-10-16 16:00:00,48965,Retail,400208,Europe,EUR,44.88,1.29
Furniture,4587,302517,284989,39,311.24,47.44,2255,202,2023-08-18 17:00:00,2023-09-18 17:00:00,33086.3,723968,392479,44,28,-50,483,2023-10-16 17:00:00,25626,Distributor,983369,Asia,JPY,10.28,7.25
Electronics,3413,768229,230257,83,105.01,754.87,3249,486,2023-08-18 18:00:00,2023-09-18 18:00:00,23594.5,718156,402652,44,30,38,506,2023-10-16 18:00:00,66545,Retail,433462,Asia,JPY,34.88,12.38
Electronics,4800,795142,192055,24,186.42,789.2,4171,252,2023-08-18 19:00:00,2023-09-18 19:00:00,41486.18,877212,516482,78,63,-2,801,2023-10-16 19:00:00,44705,Distributor,751106,Asia,USD,48.73,9.43
Clothing,9654,293059,192292,71,135.43,361.04,3411,423,2023-08-18 20:00:00,2023-09-18 20:00:00,5827.78,426798,227326,58,69,-34,272,2023-10-16 20:00:00,62692,Distributor,347389,Europe,JPY,30.37,1.05
Toys,7171,621323,514436,46,53.04,874.42,1918,412,2023-08-18 21:00:00,2023-09-18 21:00:00,12403.71,479749,817737,92,40,-18,600,2023-10-16 21:00:00,56738,Retail,582871,Asia,USD,17.74,10.62
Electronics,4457,304427,541014,53,303.22,295.21,4982,370,2023-08-18 22:00:00,2023-09-18 22:00:00,39765.91,696986,509720,11,12,-19,313,2023-10-16 22:00:00,33670,Wholesale,907346,North America,USD,39.82,2.2
Electronics,9464,391280,652982,48,941.55,237.91,2452,294,2023-08-18 23:00:00,2023-09-18 23:00:00,42610.77,425693,561929,43,77,-37,986,2023-10-16 23:00:00,48482,Wholesale,109230,Asia,GBP,42.85,14.7
Toys,7969,901269,783610,9,949.9,890.77,2601,238,2023-08-19 00:00:00,2023-09-19 00:00:00,26936.47,363785,318653,22,41,-47,565,2023-10-17 00:00:00,59715,Distributor,776546,North America,JPY,2.97,9.47
Clothing,2150,606706,310550,22,848.18,229.02,2530,191,2023-08-19 01:00:00,2023-09-19 01:00:00,1965.15,796525,948869,73,56,45,492,2023-10-17 01:00:00,55350,Wholesale,658663,Europe,JPY,17.06,5.95
Electronics,8454,175592,526443,2,22.02,402.61,3234,102,2023-08-19 02:00:00,2023-09-19 02:00:00,44792.04,598991,613207,44,60,11,594,2023-10-17 02:00:00,83275,Distributor,843209,North America,USD,30.13,12.59
Toys,6207,493931,178305,91,37.84,552.62,1478,224,2023-08-19 03:00:00,2023-09-19 03:00:00,19755.5,783131,710254,87,86,-34,518,2023-10-17 03:00:00,13198,Retail,506387,Europe,GBP,41.71,4.87
Electronics,1018,248347,575255,16,20.25,293.66,1261,117,2023-08-19 04:00:00,2023-09-19 04:00:00,2944.35,127150,450475,44,91,38,206,2023-10-17 04:00:00,21617,Wholesale,222867,Africa,EUR,13.29,4.29
Furniture,4178,120191,284992,5,372.97,348.87,634,465,2023-08-19 05:00:00,2023-09-19 05:00:00,41121.8,219580,472005,35,83,-37,184,2023-10-17 05:00:00,78519,Wholesale,954063,Africa,GBP,45.54,3.19
Food,6577,946558,110447,12,980.46,650.08,3120,280,2023-08-19 06:00:00,2023-09-19 06:00:00,21485.39,186553,594739,53,26,-45,588,2023-10-17 06:00:00,75725,Distributor,962894,Africa,EUR,17.85,11.2
Furniture,5081,545008,351740,52,897.87,652.11,3073,364,2023-08-19 07:00:00,2023-09-19 07:00:00,10309.52,656320,565168,16,33,-40,914,2023-10-17 07:00:00,15415,Retail,862409,Africa,JPY,13.06,14.82
Electronics,7454,342070,174045,26,258.03,724.24,2805,226,2023-08-19 08:00:00,2023-09-19 08:00:00,40277.33,282968,824204,48,92,-23,163,2023-10-17 08:00:00,79702,Wholesale,134992,Asia,GBP,0.04,10.16
Clothing,9603,879593,909297,15,416.09,536.36,2848,434,2023-08-19 09:00:00,2023-09-19 09:00:00,23428.07,987876,771110,94,61,-42,280,2023-10-17 09:00:00,24971,Wholesale,780565,North America,USD,14.02,3.37
Food,9933,895326,941882,67,826.18,214.0,3511,203,2023-08-19 10:00:00,2023-09-19 10:00:00,30782.67,626363,785575,88,72,21,355,2023-10-17 10:00:00,33380,Wholesale,976998,Asia,EUR,36.46,12.03
Furniture,3671,970685,116134,73,761.0,303.13,2186,427,2023-08-19 11:00:00,2023-09-19 11:00:00,41332.95,388894,248892,22,42,-21,636,2023-10-17 11:00:00,97524,Retail,114840,North America,USD,31.22,12.91
Toys,7387,708402,354819,59,141.29,811.13,2188,369,2023-08-19 12:00:00,2023-09-19 12:00:00,26598.68,314512,669982,93,15,9,266,2023-10-17 12:00:00,80545,Retail,290768,Asia,USD,21.97,8.17
Clothing,7833,123321,676666,92,116.7,661.69,3752,457,2023-08-19 13:00:00,2023-09-19 13:00:00,6413.42,438466,350515,99,63,-7,107,2023-10-17 13:00:00,78139,Distributor,412546,North America,JPY,33.39,14.24
Furniture,3624,732793,206889,39,548.28,83.79,880,288,2023-08-19 14:00:00,2023-09-19 14:00:00,48224.33,754761,788120,13,61,-13,589,2023-10-17 14:00:00,34649,Wholesale,778546,Asia,GBP,26.08,14.42
Toys,6499,649247,512152,63,111.09,679.49,2430,368,2023-08-19 15:00:00,2023-09-19 15:00:00,15040.48,948287,373439,93,49,29,153,2023-10-17 15:00:00,38522,Distributor,748450,Africa,EUR,21.2,6.01
Electronics,1514,503731,309866,25,826.77,300.94,2316,350,2023-08-19 16:00:00,2023-09-19 16:00:00,49718.22,934396,937863,28,58,13,224,2023-10-17 16:00:00,21608,Distributor,566730,North America,JPY,6.39,1.98
Toys,1206,567829,817112,41,260.79,25.79,3890,429,2023-08-19 17:00:00,2023-09-19 17:00:00,1295.2,388941,529611,40,45,33,858,2023-10-17 17:00:00,31982,Wholesale,983304,Europe,USD,19.22,10.85
Furniture,1947,689484,820669,28,196.45,437.94,1638,207,2023-08-19 18:00:00,2023-09-19 18:00:00,24705.61,144311,363753,92,28,23,622,2023-10-17 18:00:00,81264,Retail,141043,North America,GBP,4.39,5.91
Furniture,2828,776803,777122,21,193.81,795.64,641,321,2023-08-19 19:00:00,2023-09-19 19:00:00,35541.81,695037,422449,52,45,11,522,2023-10-17 19:00:00,81627,Distributor,895512,Europe,USD,30.47,5.54
Electronics,7861,284622,889660,93,54.78,402.69,2024,488,2023-08-19 20:00:00,2023-09-19 20:00:00,45408.79,297502,774713,73,10,2,600,2023-10-17 20:00:00,28845,Retail,342476,Asia,USD,43.62,4.83
Toys,7094,268280,159405,89,645.42,889.98,1552,441,2023-08-19 21:00:00,2023-09-19 21:00:00,39236.51,298319,294794,11,52,48,183,2023-10-17 21:00:00,21489,Wholesale,696257,North America,JPY,6.58,9.46
Toys,7345,232855,214764,94,172.85,164.38,4709,454,2023-08-19 22:00:00,2023-09-19 22:00:00,13525.76,488021,821335,99,86,-44,618,2023-10-17 22:00:00,36209,Distributor,665673,Asia,EUR,33.68,8.18
Electronics,3167,702937,431090,61,241.0,319.05,2555,360,2023-08-19 23:00:00,2023-09-19 23:00:00,12921.92,107057,494147,31,34,12,533,2023-10-17 23:00:00,73556,Wholesale,407284,Europe,JPY,10.69,8.83
Toys,8979,957353,755768,57,753.79,19.87,3875,349,2023-08-20 00:00:00,2023-09-20 00:00:00,18472.75,998197,233259,90,85,-41,302,2023-10-18 00:00:00,59367,Retail,376048,Europe,EUR,9.44,0.53
Electronics,6926,762342,743068,11,66.91,50.07,3874,495,2023-08-20 01:00:00,2023-09-20 01:00:00,6416.47,793724,433293,97,38,-30,698,2023-10-18 01:00:00,48852,Distributor,606718,Asia,EUR,39.68,13.32
Clothing,7532,463031,147497,19,210.72,322.11,4370,184,2023-08-20 02:00:00,2023-09-20 02:00:00,33809.09,334616,195304,85,99,43,797,2023-10-18 02:00:00,21654,Retail,402262,Asia,EUR,27.77,6.2
Furniture,6656,339297,886254,75,157.86,477.91,4717,484,2023-08-20 03:00:00,2023-09-20 03:00:00,47121.66,439295,899042,31,81,19,655,2023-10-18 03:00:00,89648,Distributor,511811,Africa,EUR,47.08,8.93
Clothing,6943,572159,151419,89,14.8,217.2,4821,340,2023-08-20 04:00:00,2023-09-20 04:00:00,32463.11,113113,274994,93,33,-17,384,2023-10-18 04:00:00,49739,Wholesale,853316,North America,USD,49.12,11.57
Food,9793,377460,813447,1,543.95,153.98,4624,237,2023-08-20 05:00:00,2023-09-20 05:00:00,27135.31,258827,953111,76,29,-39,442,2023-10-18 05:00:00,93654,Wholesale,114599,Europe,USD,32.65,4.47
Food,6439,585959,743504,32,198.13,381.5,1087,354,2023-08-20 06:00:00,2023-09-20 06:00:00,25664.11,463721,152350,24,56,24,547,2023-10-18 06:00:00,30844,Distributor,495671,Asia,JPY,20.14,4.26
Food,9903,475796,482406,85,636.58,157.75,1847,251,2023-08-20 07:00:00,2023-09-20 07:00:00,30038.04,188431,614149,52,93,4,397,2023-10-18 07:00:00,79772,Retail,551672,Africa,USD,14.62,12.24
Electronics,2203,587154,236845,77,506.76,569.65,533,215,2023-08-20 08:00:00,2023-09-20 08:00:00,35820.03,582466,168837,23,74,17,740,2023-10-18 08:00:00,95315,Wholesale,388520,Asia,USD,7.97,11.17
Toys,8000,561182,988733,34,671.2,859.98,1574,322,2023-08-20 09:00:00,2023-09-20 09:00:00,39954.97,122402,377082,83,97,36,738,2023-10-18 09:00:00,90501,Distributor,822168,North America,USD,24.03,6.48
Clothing,7639,744645,552391,17,981.75,726.86,2044,336,2023-08-20 10:00:00,2023-09-20 10:00:00,35217.74,674036,539146,29,66,-18,404,2023-10-18 10:00:00,23777,Wholesale,387398,Africa,GBP,23.38,1.47
Clothing,8689,205364,561453,55,227.68,197.62,2680,146,2023-08-20 11:00:00,2023-09-20 11:00:00,35546.56,873843,379689,32,33,-18,799,2023-10-18 11:00:00,55994,Wholesale,267071,Asia,GBP,0.08,5.5
Clothing,8513,365080,759267,19,669.22,856.27,3763,442,2023-08-20 12:00:00,2023-09-20 12:00:00,47634.96,552977,864363,63,96,-37,146,2023-10-18 12:00:00,77738,Wholesale,791368,Europe,GBP,35.49,11.84
Clothing,7626,963832,618960,74,835.27,677.26,1027,440,2023-08-20 13:00:00,2023-09-20 13:00:00,45067.83,692554,413193,82,70,-49,627,2023-10-18 13:00:00,15681,Distributor,176488,North America,USD,17.02,0.53
Food,8386,846011,900273,42,957.81,143.7,3758,357,2023-08-20 14:00:00,2023-09-20 14:00:00,41372.24,334785,419121,71,82,-48,849,2023-10-18 14:00:00,34727,Distributor,196301,Africa,USD,42.38,10.35
Clothing,4131,174843,453010,59,626.11,523.59,3655,472,2023-08-20 15:00:00,2023-09-20 15:00:00,3124.65,292770,537092,71,69,1,964,2023-10-18 15:00:00,15000,Wholesale,837377,Asia,EUR,19.69,13.75
Toys,8134,368853,809439,73,139.53,870.0,1395,194,2023-08-20 16:00:00,2023-09-20 16:00:00,33774.5,981836,560139,73,12,-33,806,2023-10-18 16:00:00,41308,Wholesale,790194,Africa,USD,46.72,7.9
Food,4730,850750,834303,75,63.31,91.6,4502,479,2023-08-20 17:00:00,2023-09-20 17:00:00,23294.06,830924,178193,83,86,-16,260,2023-10-18 17:00:00,96746,Wholesale,180020,Africa,EUR,35.29,9.34
Clothing,3666,382851,554683,38,285.73,247.55,4258,229,2023-08-20 18:00:00,2023-09-20 18:00:00,31262.36,676615,520220,62,18,17,654,2023-10-18 18:00:00,59863,Wholesale,736775,Africa,USD,20.75,6.1
Electronics,1549,663672,154501,31,928.88,339.81,2026,257,2023-08-20 19:00:00,2023-09-20 19:00:00,34627.83,940062,554318,70,10,-43,102,2023-10-18 19:00:00,91732,Retail,385562,Asia,USD,26.25,2.48
Furniture,5741,921619,161855,66,541.56,108.46,1103,252,2023-08-20 20:00:00,2023-09-20 20:00:00,36017.94,580052,271058,62,22,20,979,2023-10-18 20:00:00,47803,Distributor,784186,North America,EUR,19.31,13.33
Furniture,2244,953367,197735,88,583.51,272.83,1302,468,2023-08-20 21:00:00,2023-09-20 21:00:00,43601.89,204836,535008,12,30,-14,830,2023-10-18 21:00:00,47856,Wholesale,734458,Asia,USD,22.05,6.47
Furniture,5012,142536,351928,69,614.5,624.63,1585,182,2023-08-20 22:00:00,2023-09-20 22:00:00,45589.57,571857,759491,21,84,-7,614,2023-10-18 22:00:00,61275,Wholesale,440612,Asia,GBP,2.62,13.89
Food,7196,478916,191822,50,338.89,432.13,2580,289,2023-08-20 23:00:00,2023-09-20 23:00:00,30734.59,753258,799350,29,46,-25,548,2023-10-18 23:00:00,11841,Wholesale,787010,Africa,USD,11.91,7.9
Clothing,5545,376389,775219,30,189.77,381.86,642,353,2023-08-21 00:00:00,2023-09-21 00:00:00,44814.05,141919,604317,34,86,-40,107,2023-10-19 00:00:00,89167,Wholesale,855027,North America,EUR,46.86,14.36
Food,7205,997714,434496,35,954.7,391.59,3912,356,2023-08-21 01:00:00,2023-09-21 01:00:00,38466.46,624277,227179,98,43,6,863,2023-10-19 01:00:00,22398,Wholesale,496413,Africa,EUR,28.43,13.57
Toys,8190,844267,542909,59,757.83,684.89,1885,456,2023-08-21 02:00:00,2023-09-21 02:00:00,10933.54,882447,578415,37,74,30,694,2023-10-19 02:00:00,73107,Distributor,512803,Africa,JPY,0.54,9.89
Electronics,9235,613060,585583,17,515.94,892.2,4718,290,2023-08-21 03:00:00,2023-09-21 03:00:00,2730.28,239792,262948,25,62,18,799,2023-10-19 03:00:00,36120,Retail,836406,Europe,GBP,49.85,6.37
Electronics,1658,474884,746068,95,382.94,531.84,2021,286,2023-08-21 04:00:00,2023-09-21 04:00:00,1484.53,935591,352111,60,78,26,631,2023-10-19 04:00:00,54616,Wholesale,636784,Europe,JPY,16.98,12.07
Furniture,7995,132286,576120,66,487.94,677.64,2408,211,2023-08-21 05:00:00,2023-09-21 05:00:00,29744.54,275144,802594,49,28,-31,688,2023-10-19 05:00:00,92696,Retail,419919,North America,EUR,47.18,9.68
Furniture,6776,265375,708869,80,43.33,338.44,1917,409,2023-08-21 06:00:00,2023-09-21 06:00:00,26558.07,205326,388167,30,94,48,207,2023-10-19 06:00:00,56444,Wholesale,351931,Europe,GBP,47.6,10.56
Furniture,6293,842033,919817,21,255.02,775.27,4075,193,2023-08-21 07:00:00,2023-09-21 07:00:00,35122.06,569502,546002,80,68,31,161,2023-10-19 07:00:00,61762,Distributor,739369,Asia,USD,26.38,10.32
Clothing,2691,272121,308713,94,258.2,381.19,1253,397,2023-08-21 08:00:00,2023-09-21 08:00:00,42298.59,514741,797718,85,14,-37,557,2023-10-19 08:00:00,57410,Retail,897194,Europe,JPY,22.29,10.52
Toys,8735,443045,517860,52,450.89,841.94,4859,408,2023-08-21 09:00:00,2023-09-21 09:00:00,9057.68,606463,919466,91,13,26,287,2023-10-19 09:00:00,92886,Wholesale,295014,North America,EUR,20.88,12.62
Toys,4130,287272,105639,65,243.91,670.44,2541,333,2023-08-21 10:00:00,2023-09-21 10:00:00,42965.16,952762,215757,91,73,35,568,2023-10-19 10:00:00,72327,Wholesale,861984,North America,EUR,24.28,13.7
Toys,8044,441130,326938,14,193.6,638.16,4683,164,2023-08-21 11:00:00,2023-09-21 11:00:00,5806.02,702169,458896,20,72,-38,994,2023-10-19 11:00:00,75596,Distributor,858773,Europe,USD,30.58,8.9
Toys,5533,169726,963584,16,767.87,264.67,3007,236,2023-08-21 12:00:00,2023-09-21 12:00:00,44278.92,419109,451139,41,75,3,208,2023-10-19 12:00:00,35217,Distributor,199489,Asia,GBP,5.94,4.07
Furniture,6547,478486,382724,55,894.57,717.54,1760,213,2023-08-21 13:00:00,2023-09-21 13:00:00,42673.84,384830,220722,56,68,-46,426,2023-10-19 13:00:00,51657,Wholesale,430848,Africa,JPY,36.53,4.27
Electronics,1967,273933,984736,9,76.47,99.23,2033,298,2023-08-21 14:00:00,2023-09-21 14:00:00,35150.83,497882,451947,54,77,38,210,2023-10-19 14:00:00,69876,Distributor,102103,Asia,JPY,18.02,6.25
Furniture,2404,798999,389118,8,217.56,486.53,2094,150,2023-08-21 15:00:00,2023-09-21 15:00:00,15701.43,134563,951752,88,32,-36,210,2023-10-19 15:00:00,51254,Wholesale,644829,North America,JPY,25.48,4.66
Toys,9677,910369,618150,73,775.95,663.16,4420,317,2023-08-21 16:00:00,2023-09-21 16:00:00,5577.26,930894,815802,27,88,28,189,2023-10-19 16:00:00,64758,Retail,848799,Africa,USD,47.38,5.98
Furniture,4630,290586,538589,34,817.68,795.81,3746,473,2023-08-21 17:00:00,2023-09-21 17:00:00,39126.27,737030,541627,95,44,-36,344,2023-10-19 17:00:00,10374,Retail,283120,Europe,USD,48.8,10.72
Toys,3968,566204,475406,33,505.16,514.84,2095,115,2023-08-21 18:00:00,2023-09-21 18:00:00,11676.09,969546,929277,15,63,35,534,2023-10-19 18:00:00,92979,Retail,371976,Asia,USD,7.12,14.17
Food,8269,485389,327158,86,697.93,236.2,3740,425,2023-08-21 19:00:00,2023-09-21 19:00:00,22605.92,728084,285404,68,75,-15,104,2023-10-19 19:00:00,35730,Retail,694467,North America,EUR,20.43,1.35
Electronics,2579,366104,147612,94,86.82,764.73,3799,289,2023-08-21 20:00:00,2023-09-21 20:00:00,27012.09,267264,425245,95,87,34,669,2023-10-19 20:00:00,70585,Distributor,426804,Europe,JPY,15.47,7.24
Food,6992,401746,517977,7,851.03,692.34,2879,333,2023-08-21 21:00:00,2023-09-21 21:00:00,34586.67,666110,762948,15,95,-34,918,2023-10-19 21:00:00,30182,Wholesale,324027,Europe,JPY,11.42,9.43
Clothing,1050,588937,358775,82,834.4,142.44,3435,136,2023-08-21 22:00:00,2023-09-21 22:00:00,24884.47,227803,221545,24,72,-38,668,2023-10-19 22:00:00,48623,Wholesale,627247,Europe,EUR,39.54,1.83
Furniture,7452,765924,634989,21,696.47,785.79,4009,284,2023-08-21 23:00:00,2023-09-21 23:00:00,35032.13,460347,297666,70,32,8,790,2023-10-19 23:00:00,92657,Retail,988271,Asia,USD,6.25,0.53
Clothing,6153,951965,907254,5,917.16,864.09,598,272,2023-08-22 00:00:00,2023-09-22 00:00:00,40887.87,258168,632754,39,60,43,956,2023-10-20 00:00:00,96242,Wholesale,179993,Asia,JPY,14.15,3.91
Furniture,7023,933942,377114,71,57.16,486.27,4736,431,2023-08-22 01:00:00,2023-09-22 01:00:00,35939.98,319127,855514,55,33,-35,322,2023-10-20 01:00:00,43819,Wholesale,271518,North America,USD,6.99,3.79
Food,5300,891523,711016,12,238.65,39.34,2235,187,2023-08-22 02:00:00,2023-09-22 02:00:00,15675.63,554640,868308,93,29,9,513,2023-10-20 02:00:00,27134,Distributor,869466,Africa,GBP,27.6,8.42
Toys,3787,608422,397991,59,368.92,824.47,2097,225,2023-08-22 03:00:00,2023-09-22 03:00:00,44820.02,772318,355185,26,39,-35,159,2023-10-20 03:00:00,59787,Wholesale,975002,North America,USD,2.94,6.23
Toys,3155,686623,123103,81,167.0,114.88,4478,372,2023-08-22 04:00:00,2023-09-22 04:00:00,27978.0,997936,219268,84,92,-1,183,2023-10-20 04:00:00,50339,Retail,834329,Africa,GBP,15.39,11.5
Furniture,8019,523735,550695,58,816.68,571.64,3392,353,2023-08-22 05:00:00,2023-09-22 05:00:00,23803.37,615121,597297,93,76,48,527,2023-10-20 05:00:00,42870,Distributor,229179,North America,JPY,49.37,8.55
Toys,6360,163564,870430,88,759.62,363.81,4567,476,2023-08-22 06:00:00,2023-09-22 06:00:00,29177.3,852227,625908,93,21,-2,893,2023-10-20 06:00:00,53203,Distributor,122506,Asia,GBP,2.23,7.02
Food,5230,229257,325465,37,775.52,892.87,1353,485,2023-08-22 07:00:00,2023-09-22 07:00:00,24677.78,400397,412269,17,43,-49,613,2023-10-20 07:00:00,35551,Retail,293451,Asia,USD,45.53,4.42
Toys,8607,215517,602398,83,298.38,825.86,3681,392,2023-08-22 08:00:00,2023-09-22 08:00:00,38000.39,208266,166338,59,14,-43,958,2023-10-20 08:00:00,14642,Retail,999868,Asia,GBP,19.5,7.97
Food,9598,159977,576063,45,765.06,707.13,2093,384,2023-08-22 09:00:00,2023-09-22 09:00:00,21612.53,161456,819719,26,56,40,669,2023-10-20 09:00:00,89437,Wholesale,140059,Africa,GBP,17.31,12.64
Clothing,5197,729219,422931,80,131.83,183.35,1355,420,2023-08-22 10:00:00,2023-09-22 10:00:00,39059.43,733737,164177,66,16,18,136,2023-10-20 10:00:00,58035,Retail,546640,Asia,JPY,32.34,12.24
Food,6412,550830,248016,25,115.73,630.78,2961,335,2023-08-22 11:00:00,2023-09-22 11:00:00,38247.61,868114,342550,67,88,41,872,2023-10-20 11:00:00,21173,Retail,711922,Africa,EUR,46.28,0.51
Electronics,5499,894420,592709,27,588.22,517.07,3579,305,2023-08-22 12:00:00,2023-09-22 12:00:00,14566.65,776143,409415,85,67,7,417,2023-10-20 12:00:00,85718,Wholesale,297736,Europe,GBP,9.68,3.5
Electronics,5909,266826,870945,51,58.18,126.14,3512,474,2023-08-22 13:00:00,2023-09-22 13:00:00,5701.13,325685,123398,95,62,1,383,2023-10-20 13:00:00,53503,Wholesale,755414,Europe,USD,16.49,11.5
Electronics,8169,980082,639262,42,939.26,716.24,2910,212,2023-08-22 14:00:00,2023-09-22 14:00:00,42696.94,917471,661009,36,98,-46,793,2023-10-20 14:00:00,68062,Retail,245382,Asia,USD,25.28,5.54
Furniture,4262,882804,409128,71,335.56,82.38,2923,366,2023-08-22 15:00:00,2023-09-22 15:00:00,9277.07,245118,954584,67,91,-28,558,2023-10-20 15:00:00,22312,Retail,395169,Asia,EUR,47.68,12.54
Furniture,3989,385218,146893,42,482.26,436.04,4147,323,2023-08-22 16:00:00,2023-09-22 16:00:00,2527.94,792637,282569,60,97,-9,785,2023-10-20 16:00:00,39318,Wholesale,389617,North America,USD,46.26,13.4
Furniture,8654,907630,593888,60,815.1,386.77,4473,375,2023-08-22 17:00:00,2023-09-22 17:00:00,20714.0,513459,683125,56,97,23,889,2023-10-20 17:00:00,17734,Retail,493867,North America,USD,21.55,11.5
Food,3224,617103,621904,72,406.05,726.55,2473,293,2023-08-22 18:00:00,2023-09-22 18:00:00,13453.32,105645,570120,66,19,-25,880,2023-10-20 18:00:00,11855,Distributor,464985,Africa,GBP,2.02,0.74
Furniture,6376,962477,391996,79,436.34,387.67,4873,488,2023-08-22 19:00:00,2023-09-22 19:00:00,11797.7,323502,664514,59,13,20,348,2023-10-20 19:00:00,33152,Retail,147129,Europe,GBP,17.19,14.04
Clothing,3920,780540,367097,58,354.46,626.41,3762,451,2023-08-22 20:00:00,2023-09-22 20:00:00,9443.37,147402,532840,99,71,31,989,2023-10-20 20:00:00,84979,Wholesale,401361,Europe,USD,16.63,6.9
Electronics,8701,672356,845178,80,358.21,433.04,1003,149,2023-08-22 21:00:00,2023-09-22 21:00:00,37710.63,382936,268783,40,80,32,911,2023-10-20 21:00:00,82398,Distributor,606869,Africa,EUR,41.36,0.18
Food,7541,735257,438917,72,473.28,525.91,2257,492,2023-08-22 22:00:00,2023-09-22 22:00:00,39387.71,112690,943346,38,63,-49,421,2023-10-20 22:00:00,22892,Wholesale,813757,North America,JPY,23.38,4.31
